Year,Farm ,Spray,Week ,Product,Tree,Incidence ,Leaves
2022,1,1,0,Kocide,7,4.65,14.33
2022,1,1,0,Kocide,8,13.64,14.67
2022,1,1,0,Kocide,9,4.44,15.00
2022,1,1,0,Kocide,10,2.22,15.00
2022,1,1,0,Kocide,11,4.76,14.00
2022,1,1,0,Kocide,12,9.30,14.33
2022,2,1,0,Kocide,1,0.00,20.67
2022,2,1,0,Kocide,2,0.00,23.33
2022,2,1,0,Kocide,3,0.00,22.33
2022,2,1,0,Kocide,4,0.00,16.00
2022,2,1,0,Kocide,5,0.00,18.33
2022,2,1,0,Kocide,6,0.00,12.00
2022,2,1,0,Kocide,7,0.00,15.33
2022,2,1,0,Kocide,8,0.00,14.67
2022,2,1,0,Kocide,9,0.00,18.00
2022,2,1,0,Kocide,10,1.41,23.67
2022,2,1,0,Kocide,11,0.00,16.33
2022,2,1,0,Kocide,12,0.00,19.00
2022,3,1,0,Kocide,1,0.00,15.00
2022,3,1,0,Kocide,2,0.00,17.33
2022,3,1,0,Kocide,3,0.00,17.00
2022,3,1,0,Kocide,4,0.00,15.00
2022,3,1,0,Kocide,5,0.00,18.67
2022,3,1,0,Kocide,6,1.61,20.67
2022,3,1,0,Kocide,7,0.00,16.00
2022,3,1,0,Kocide,8,0.00,19.00
2022,3,1,0,Kocide,9,2.13,15.67
2022,3,1,0,Kocide,10,0.00,17.00
2022,3,1,0,Kocide,11,0.00,17.33
2022,3,1,0,Kocide,12,0.00,20.00
2022,1,1,0,ProBlad,1,4.26,15.67
2022,1,1,0,ProBlad,2,3.85,17.33
2022,1,1,0,ProBlad,3,7.32,13.67
2022,1,1,0,ProBlad,4,6.52,15.33
2022,1,1,0,ProBlad,5,6.67,15.00
2022,1,1,0,ProBlad,6,4.08,16.33
2022,1,1,0,ProBlad,7,4.65,14.33
2022,1,1,0,ProBlad,8,7.41,18.00
2022,1,1,0,ProBlad,9,11.63,14.33
2022,1,1,0,ProBlad,10,4.88,13.67
2022,1,1,0,ProBlad,11,2.08,16.00
2022,1,1,0,ProBlad,12,6.00,16.67
2022,2,1,0,ProBlad,1,0.00,13.33
2022,2,1,0,ProBlad,2,0.00,17.33
2022,2,1,0,ProBlad,3,0.00,16.00
2022,2,1,0,ProBlad,4,0.00,17.67
2022,2,1,0,ProBlad,5,0.00,14.00
2022,2,1,0,ProBlad,6,0.00,17.33
2022,2,1,0,ProBlad,7,0.00,14.67
2022,2,1,0,ProBlad,8,0.00,17.33
2022,2,1,0,ProBlad,9,0.00,16.00
2022,2,1,0,ProBlad,10,0.00,18.33
2022,2,1,0,ProBlad,11,0.00,11.33
2022,2,1,0,ProBlad,12,1.92,17.33
2022,3,1,0,ProBlad,1,0.00,18.67
2022,3,1,0,ProBlad,2,0.00,14.33
2022,3,1,0,ProBlad,3,0.00,14.33
2022,3,1,0,ProBlad,4,0.00,15.67
2022,3,1,0,ProBlad,5,0.00,17.33
2022,3,1,0,ProBlad,6,3.51,19.00
2022,3,1,0,ProBlad,7,0.00,18.33
2022,3,1,0,ProBlad,8,0.00,16.67
2022,3,1,0,ProBlad,9,1.67,20.00
2022,3,1,0,ProBlad,10,0.00,17.67
2022,3,1,0,ProBlad,11,0.00,15.67
2022,3,1,0,ProBlad,12,0.00,17.67
2022,1,1,0,Serenede,1,4.26,15.67
2022,1,1,0,Serenede,2,9.80,17.00
2022,1,1,0,Serenede,3,0.00,17.33
2022,1,1,0,Serenede,4,14.00,16.67
2022,1,1,0,Serenede,5,6.52,15.33
2022,1,1,0,Serenede,6,4.55,14.67
2022,1,1,0,Serenede,7,0.00,14.67
2022,1,1,0,Serenede,8,0.00,16.67
2022,1,1,0,Serenede,9,6.82,14.67
2022,1,1,0,Serenede,10,0.00,13.67
2022,1,1,0,Serenede,11,0.00,17.33
2022,1,1,0,Serenede,12,2.27,14.67
2022,2,1,0,Serenede,1,0.00,10.00
2022,2,1,0,Serenede,2,0.00,16.67
2022,2,1,0,Serenede,3,0.00,16.00
2022,2,1,0,Serenede,4,1.75,19.00
2022,2,1,0,Serenede,5,0.00,17.67
2022,2,1,0,Serenede,6,0.00,16.67
2022,2,1,0,Serenede,7,0.00,16.00
2022,2,1,0,Serenede,8,0.00,14.33
2022,2,1,0,Serenede,9,0.00,15.67
2022,2,1,0,Serenede,10,0.00,18.00
2022,2,1,0,Serenede,11,4.17,16.00
2022,2,1,0,Serenede,12,2.27,14.67
2022,3,1,0,Serenede,1,0.00,19.33
2022,3,1,0,Serenede,2,0.00,18.33
2022,3,1,0,Serenede,3,1.85,18.00
2022,3,1,0,Serenede,4,0.00,17.33
2022,3,1,0,Serenede,5,0.00,18.33
2022,3,1,0,Serenede,6,0.00,20.00
2022,3,1,0,Serenede,7,0.00,16.67
2022,3,1,0,Serenede,8,1.64,20.33
2022,3,1,0,Serenede,9,0.00,18.67
2022,3,1,0,Serenede,10,0.00,16.00
2022,3,1,0,Serenede,11,0.00,13.67
2022,3,1,0,Serenede,12,0.00,18.00
2022,1,1,1,Badge,1,2.04,16.33
2022,1,1,1,Badge,2,1.75,19.00
2022,1,1,1,Badge,3,5.08,19.67
2022,1,1,1,Badge,4,1.69,19.67
2022,1,1,1,Badge,5,7.02,19.00
2022,1,1,1,Badge,6,9.52,14.00
2022,1,1,1,Badge,7,0.00,14.33
2022,1,1,1,Badge,8,0.00,11.00
2022,1,1,1,Badge,9,0.00,12.00
2022,1,1,1,Badge,10,0.00,15.00
2022,1,1,1,Badge,11,5.56,18.00
2022,1,1,1,Badge,12,4.26,15.67
2022,2,1,1,Badge,1,5.08,19.67
2022,2,1,1,Badge,2,4.62,21.67
2022,2,1,1,Badge,3,0.00,17.67
2022,2,1,1,Badge,4,0.00,15.33
2022,2,1,1,Badge,5,1.72,19.33
2022,2,1,1,Badge,6,0.00,18.33
2022,2,1,1,Badge,7,0.00,20.33
2022,2,1,1,Badge,8,1.75,19.00
2022,2,1,1,Badge,9,0.00,16.33
2022,2,1,1,Badge,10,2.13,15.67
2022,2,1,1,Badge,11,2.44,13.67
2022,2,1,1,Badge,12,0.00,15.67
2022,3,1,1,Badge,1,0.00,15.33
2022,3,1,1,Badge,2,0.00,18.00
2022,3,1,1,Badge,3,0.00,15.33
2022,3,1,1,Badge,4,0.00,18.00
2022,3,1,1,Badge,5,0.00,16.67
2022,3,1,1,Badge,6,0.00,18.67
2022,3,1,1,Badge,7,2.38,14.00
2022,3,1,1,Badge,8,0.00,16.67
2022,3,1,1,Badge,9,0.00,16.67
2022,3,1,1,Badge,10,2.08,16.00
2022,3,1,1,Badge,11,0.00,18.33
2022,3,1,1,Badge,12,0.00,16.00
2022,1,1,1,Kocide,1,1.82,18.33
2022,1,1,1,Kocide,2,2.38,14.00
2022,1,1,1,Kocide,3,8.70,15.33
2022,1,1,1,Kocide,4,1.85,18.00
2022,1,1,1,Kocide,5,0.00,20.00
2022,1,1,1,Kocide,6,0.00,16.33
2022,1,1,1,Kocide,7,0.00,15.00
2022,1,1,1,Kocide,8,2.00,16.67
2022,1,1,1,Kocide,9,6.12,16.33
2022,1,1,1,Kocide,10,8.33,16.00
2022,1,1,1,Kocide,11,0.00,12.67
2022,1,1,1,Kocide,12,2.13,15.67
2022,2,1,1,Kocide,1,0.00,17.67
2022,2,1,1,Kocide,2,0.00,20.33
2022,2,1,1,Kocide,3,0.00,21.67
2022,2,1,1,Kocide,4,0.00,14.67
2022,2,1,1,Kocide,5,0.00,14.67
2022,2,1,1,Kocide,6,0.00,18.00
2022,2,1,1,Kocide,7,0.00,17.33
2022,2,1,1,Kocide,8,0.00,15.33
2022,2,1,1,Kocide,9,0.00,18.00
2022,2,1,1,Kocide,10,1.47,22.67
2022,2,1,1,Kocide,11,0.00,19.67
2022,2,1,1,Kocide,12,0.00,20.00
2022,3,1,1,Kocide,1,0.00,14.67
2022,3,1,1,Kocide,2,0.00,18.67
2022,3,1,1,Kocide,3,0.00,17.33
2022,3,1,1,Kocide,4,0.00,15.33
2022,3,1,1,Kocide,5,0.00,17.67
2022,3,1,1,Kocide,6,0.00,16.67
2022,3,1,1,Kocide,7,0.00,14.67
2022,3,1,1,Kocide,8,0.00,17.67
2022,3,1,1,Kocide,9,1.61,20.67
2022,3,1,1,Kocide,10,0.00,18.67
2022,3,1,1,Kocide,11,0.00,14.67
2022,3,1,1,Kocide,12,0.00,19.33
2022,1,1,1,ProBlad,1,6.25,16.00
2022,1,1,1,ProBlad,2,2.94,22.67
2022,1,1,1,ProBlad,3,1.92,17.33
2022,1,1,1,ProBlad,4,6.25,16.00
2022,1,1,1,ProBlad,5,0.00,14.67
2022,1,1,1,ProBlad,6,0.00,14.33
2022,1,1,1,ProBlad,7,0.00,19.33
2022,1,1,1,ProBlad,8,5.56,18.00
2022,1,1,1,ProBlad,9,4.08,16.33
2022,1,1,1,ProBlad,10,3.57,18.67
2022,1,1,1,ProBlad,11,2.33,14.33
2022,1,1,1,ProBlad,12,2.08,16.00
2022,2,1,1,ProBlad,1,0.00,14.33
2022,2,1,1,ProBlad,2,0.00,18.00
2022,2,1,1,ProBlad,3,0.00,18.33
2022,2,1,1,ProBlad,4,0.00,17.67
2022,2,1,1,ProBlad,5,0.00,16.67
2022,2,1,1,ProBlad,6,0.00,21.33
2022,2,1,1,ProBlad,7,0.00,16.33
2022,2,1,1,ProBlad,8,0.00,17.67
2022,2,1,1,ProBlad,9,0.00,16.00
2022,2,1,1,ProBlad,10,0.00,18.33
2022,2,1,1,ProBlad,11,0.00,16.00
2022,2,1,1,ProBlad,12,1.82,18.33
2022,3,1,1,ProBlad,1,0.00,17.33
2022,3,1,1,ProBlad,2,0.00,15.67
2022,3,1,1,ProBlad,3,1.45,23.00
2022,3,1,1,ProBlad,4,2.04,16.33
2022,3,1,1,ProBlad,5,2.08,16.00
2022,3,1,1,ProBlad,6,0.00,18.00
2022,3,1,1,ProBlad,7,0.00,18.67
2022,3,1,1,ProBlad,8,0.00,17.33
2022,3,1,1,ProBlad,9,1.85,18.00
2022,3,1,1,ProBlad,10,0.00,17.67
2022,3,1,1,ProBlad,11,0.00,16.00
2022,3,1,1,ProBlad,12,0.00,17.00
2022,1,1,1,Serenede,1,0.00,16.00
2022,1,1,1,Serenede,2,5.56,18.00
2022,1,1,1,Serenede,3,1.69,19.67
2022,1,1,1,Serenede,4,3.45,19.33
2022,1,1,1,Serenede,5,0.00,15.00
2022,1,1,1,Serenede,6,3.77,17.67
2022,1,1,1,Serenede,7,1.56,21.33
2022,1,1,1,Serenede,8,0.00,16.67
2022,1,1,1,Serenede,9,0.00,16.33
2022,1,1,1,Serenede,10,0.00,16.00
2022,1,1,1,Serenede,11,0.00,17.33
2022,1,1,1,Serenede,12,12.00,16.67
2022,2,1,1,Serenede,1,0.00,11.67
2022,2,1,1,Serenede,2,0.00,16.67
2022,2,1,1,Serenede,3,0.00,15.67
2022,2,1,1,Serenede,4,1.75,19.00
2022,2,1,1,Serenede,5,0.00,17.67
2022,2,1,1,Serenede,6,0.00,19.00
2022,2,1,1,Serenede,7,0.00,16.00
2022,2,1,1,Serenede,8,0.00,15.33
2022,2,1,1,Serenede,9,0.00,16.67
2022,2,1,1,Serenede,10,0.00,18.00
2022,2,1,1,Serenede,11,4.65,14.33
2022,2,1,1,Serenede,12,2.27,14.67
2022,3,1,1,Serenede,1,0.00,21.33
2022,3,1,1,Serenede,2,0.00,13.67
2022,3,1,1,Serenede,3,0.00,16.00
2022,3,1,1,Serenede,4,0.00,17.33
2022,3,1,1,Serenede,5,0.00,17.33
2022,3,1,1,Serenede,6,0.00,17.33
2022,3,1,1,Serenede,7,1.96,17.00
2022,3,1,1,Serenede,8,0.00,20.00
2022,3,1,1,Serenede,9,5.56,12.00
2022,3,1,1,Serenede,10,1.67,20.00
2022,3,1,1,Serenede,11,0.00,14.67
2022,3,1,1,Serenede,12,3.13,21.33
2022,1,1,2,Badge,1,6.00,16.67
2022,1,1,2,Badge,2,5.17,19.33
2022,1,1,2,Badge,3,1.85,18.00
2022,1,1,2,Badge,4,1.72,19.33
2022,1,1,2,Badge,5,3.70,18.00
2022,1,1,2,Badge,6,10.87,15.33
2022,1,1,2,Badge,7,4.76,14.00
2022,1,1,2,Badge,8,2.63,12.67
2022,1,1,2,Badge,9,0.00,12.67
2022,1,1,2,Badge,10,2.50,13.33
2022,1,1,2,Badge,11,5.66,17.67
2022,1,1,2,Badge,12,3.64,18.33
2022,2,1,2,Badge,1,6.45,20.67
2022,2,1,2,Badge,2,0.00,17.67
2022,2,1,2,Badge,3,0.00,16.67
2022,2,1,2,Badge,4,0.00,13.67
2022,2,1,2,Badge,5,0.00,20.00
2022,2,1,2,Badge,6,0.00,20.00
2022,2,1,2,Badge,7,0.00,17.00
2022,2,1,2,Badge,8,0.00,15.00
2022,2,1,2,Badge,9,0.00,13.67
2022,2,1,2,Badge,10,0.00,14.67
2022,2,1,2,Badge,11,0.00,13.33
2022,2,1,2,Badge,12,5.66,17.67
2022,3,1,2,Badge,1,0.00,16.00
2022,3,1,2,Badge,2,0.00,14.00
2022,3,1,2,Badge,3,0.00,16.67
2022,3,1,2,Badge,4,0.00,17.00
2022,3,1,2,Badge,5,0.00,21.00
2022,3,1,2,Badge,6,0.00,14.33
2022,3,1,2,Badge,7,0.00,16.00
2022,3,1,2,Badge,8,0.00,19.33
2022,3,1,2,Badge,9,0.00,13.33
2022,3,1,2,Badge,10,0.00,19.67
2022,3,1,2,Badge,11,7.84,17.00
2022,3,1,2,Badge,12,2.50,13.33
2022,1,1,2,Kocide,1,2.70,12.33
2022,1,1,2,Kocide,2,4.26,15.67
2022,1,1,2,Kocide,3,4.55,14.67
2022,1,1,2,Kocide,4,5.71,11.67
2022,1,1,2,Kocide,5,1.79,18.67
2022,1,1,2,Kocide,6,4.76,14.00
2022,1,1,2,Kocide,7,1.96,17.00
2022,1,1,2,Kocide,8,4.55,14.67
2022,1,1,2,Kocide,9,7.55,17.67
2022,1,1,2,Kocide,10,1.89,17.67
2022,1,1,2,Kocide,11,0.00,17.67
2022,1,1,2,Kocide,12,8.00,16.67
2022,2,1,2,Kocide,1,0.00,17.33
2022,2,1,2,Kocide,2,0.00,17.33
2022,2,1,2,Kocide,3,0.00,11.00
2022,2,1,2,Kocide,4,0.00,14.00
2022,2,1,2,Kocide,5,0.00,16.67
2022,2,1,2,Kocide,6,0.00,15.67
2022,2,1,2,Kocide,7,0.00,10.67
2022,2,1,2,Kocide,8,0.00,11.67
2022,2,1,2,Kocide,9,0.00,12.00
2022,2,1,2,Kocide,10,0.00,9.67
2022,2,1,2,Kocide,11,0.00,10.67
2022,2,1,2,Kocide,12,0.00,9.00
2022,3,1,2,Kocide,1,0.00,17.33
2022,3,1,2,Kocide,2,0.00,18.00
2022,3,1,2,Kocide,3,0.00,18.33
2022,3,1,2,Kocide,4,0.00,17.33
2022,3,1,2,Kocide,5,0.00,17.67
2022,3,1,2,Kocide,6,0.00,19.33
2022,3,1,2,Kocide,7,0.00,18.67
2022,3,1,2,Kocide,8,0.00,18.33
2022,3,1,2,Kocide,9,0.00,19.00
2022,3,1,2,Kocide,10,0.00,16.00
2022,3,1,2,Kocide,11,0.00,18.67
2022,3,1,2,Kocide,12,0.00,13.33
2022,1,1,2,ProBlad,1,3.70,18.00
2022,1,1,2,ProBlad,2,3.64,18.33
2022,1,1,2,ProBlad,3,4.41,22.67
2022,1,1,2,ProBlad,4,2.08,16.00
2022,1,1,2,ProBlad,5,2.08,16.00
2022,1,1,2,ProBlad,6,0.00,14.33
2022,1,1,2,ProBlad,7,7.69,17.33
2022,1,1,2,ProBlad,8,2.04,16.33
2022,1,1,2,ProBlad,9,2.00,16.67
2022,1,1,2,ProBlad,10,1.92,17.33
2022,1,1,2,ProBlad,11,0.00,14.67
2022,1,1,2,ProBlad,12,0.00,17.00
2022,2,1,2,ProBlad,1,0.00,14.33
2022,2,1,2,ProBlad,2,0.00,19.00
2022,2,1,2,ProBlad,3,0.00,18.00
2022,2,1,2,ProBlad,4,0.00,16.00
2022,2,1,2,ProBlad,5,0.00,14.67
2022,2,1,2,ProBlad,6,0.00,21.33
2022,2,1,2,ProBlad,7,0.00,20.00
2022,2,1,2,ProBlad,8,0.00,11.00
2022,2,1,2,ProBlad,9,0.00,13.33
2022,2,1,2,ProBlad,10,0.00,16.00
2022,2,1,2,ProBlad,11,0.00,13.00
2022,2,1,2,ProBlad,12,0.00,21.33
2022,3,1,2,ProBlad,1,2.44,13.67
2022,3,1,2,ProBlad,2,0.00,13.33
2022,3,1,2,ProBlad,3,0.00,21.00
2022,3,1,2,ProBlad,4,0.00,15.67
2022,3,1,2,ProBlad,5,1.96,17.00
2022,3,1,2,ProBlad,6,0.00,16.33
2022,3,1,2,ProBlad,7,0.00,21.33
2022,3,1,2,ProBlad,8,0.00,16.67
2022,3,1,2,ProBlad,9,0.00,17.67
2022,3,1,2,ProBlad,10,0.00,20.33
2022,3,1,2,ProBlad,11,0.00,19.00
2022,3,1,2,ProBlad,12,1.56,21.33
2022,1,1,2,Serenede,1,1.96,17.00
2022,1,1,2,Serenede,2,6.45,20.67
2022,1,1,2,Serenede,3,0.00,16.33
2022,1,1,2,Serenede,4,0.00,14.67
2022,1,1,2,Serenede,5,4.26,15.67
2022,1,1,2,Serenede,6,2.22,15.00
2022,1,1,2,Serenede,7,3.23,20.67
2022,1,1,2,Serenede,8,0.00,15.33
2022,1,1,2,Serenede,9,6.38,15.67
2022,1,1,2,Serenede,10,0.00,17.33
2022,1,1,2,Serenede,11,5.66,17.67
2022,1,1,2,Serenede,12,2.13,15.67
2022,2,1,2,Serenede,1,0.00,10.67
2022,2,1,2,Serenede,2,0.00,15.00
2022,2,1,2,Serenede,3,0.00,19.00
2022,2,1,2,Serenede,4,0.00,19.33
2022,2,1,2,Serenede,5,0.00,20.67
2022,2,1,2,Serenede,6,0.00,15.00
2022,2,1,2,Serenede,7,0.00,15.00
2022,2,1,2,Serenede,8,0.00,16.00
2022,2,1,2,Serenede,9,0.00,12.33
2022,2,1,2,Serenede,10,0.00,17.33
2022,2,1,2,Serenede,11,0.00,13.33
2022,2,1,2,Serenede,12,0.00,22.00
2022,3,1,2,Serenede,1,0.00,20.33
2022,3,1,2,Serenede,2,0.00,18.00
2022,3,1,2,Serenede,3,4.69,21.33
2022,3,1,2,Serenede,4,8.51,15.67
2022,3,1,2,Serenede,5,0.00,17.33
2022,3,1,2,Serenede,6,0.00,20.00
2022,3,1,2,Serenede,7,1.64,20.33
2022,3,1,2,Serenede,8,0.00,21.67
2022,3,1,2,Serenede,9,0.00,20.00
2022,3,1,2,Serenede,10,0.00,16.67
2022,3,1,2,Serenede,11,2.08,16.00
2022,3,1,2,Serenede,12,0.00,16.33
2022,1,1,3,Badge,1,8.16,16.33
2022,1,1,3,Badge,2,3.39,19.67
2022,1,1,3,Badge,3,1.79,18.67
2022,1,1,3,Badge,4,6.67,20.00
2022,1,1,3,Badge,5,6.45,20.67
2022,1,1,3,Badge,6,8.16,16.33
2022,1,1,3,Badge,7,2.04,16.33
2022,1,1,3,Badge,8,0.00,14.67
2022,1,1,3,Badge,9,6.82,14.67
2022,1,1,3,Badge,10,4.44,15.00
2022,1,1,3,Badge,11,0.00,16.67
2022,1,1,3,Badge,12,6.00,16.67
2022,2,1,3,Badge,1,0.00,10.67
2022,2,1,3,Badge,2,2.08,16.00
2022,2,1,3,Badge,3,0.00,17.33
2022,2,1,3,Badge,4,0.00,16.33
2022,2,1,3,Badge,5,4.26,15.67
2022,2,1,3,Badge,6,0.00,15.33
2022,2,1,3,Badge,7,0.00,15.33
2022,2,1,3,Badge,8,3.64,18.33
2022,2,1,3,Badge,9,0.00,14.67
2022,2,1,3,Badge,10,3.85,17.33
2022,2,1,3,Badge,11,1.79,18.67
2022,2,1,3,Badge,12,0.00,18.33
2022,3,1,3,Badge,1,0.00,21.33
2022,3,1,3,Badge,2,0.00,16.67
2022,3,1,3,Badge,3,0.00,21.33
2022,3,1,3,Badge,4,1.92,17.33
2022,3,1,3,Badge,5,0.00,16.33
2022,3,1,3,Badge,6,0.00,20.00
2022,3,1,3,Badge,7,3.51,19.00
2022,3,1,3,Badge,8,1.61,20.67
2022,3,1,3,Badge,9,0.00,19.00
2022,3,1,3,Badge,10,0.00,18.00
2022,3,1,3,Badge,11,3.64,18.33
2022,3,1,3,Badge,12,1.67,20.00
2022,1,1,3,Kocide,1,5.00,13.33
2022,1,1,3,Kocide,2,11.86,19.67
2022,1,1,3,Kocide,3,8.00,16.67
2022,1,1,3,Kocide,4,18.18,18.33
2022,1,1,3,Kocide,5,1.75,19.00
2022,1,1,3,Kocide,6,1.61,20.67
2022,1,1,3,Kocide,7,6.98,14.33
2022,1,1,3,Kocide,8,4.35,15.33
2022,1,1,3,Kocide,9,10.20,16.33
2022,1,1,3,Kocide,10,5.56,18.00
2022,1,1,3,Kocide,11,6.52,15.33
2022,1,1,3,Kocide,12,10.00,16.67
2022,2,1,3,Kocide,1,0.00,14.33
2022,2,1,3,Kocide,2,0.00,14.67
2022,2,1,3,Kocide,3,0.00,16.33
2022,2,1,3,Kocide,4,0.00,15.33
2022,2,1,3,Kocide,5,0.00,16.33
2022,2,1,3,Kocide,6,0.00,17.00
2022,2,1,3,Kocide,7,3.45,19.33
2022,2,1,3,Kocide,8,1.72,19.33
2022,2,1,3,Kocide,9,1.64,20.33
2022,2,1,3,Kocide,10,0.00,17.67
2022,2,1,3,Kocide,11,0.00,18.67
2022,2,1,3,Kocide,12,0.00,15.00
2022,3,1,3,Kocide,1,0.00,23.00
2022,3,1,3,Kocide,2,0.00,18.67
2022,3,1,3,Kocide,3,0.00,20.67
2022,3,1,3,Kocide,4,3.57,18.67
2022,3,1,3,Kocide,5,0.00,17.33
2022,3,1,3,Kocide,6,0.00,20.67
2022,3,1,3,Kocide,7,0.00,18.00
2022,3,1,3,Kocide,8,0.00,21.33
2022,3,1,3,Kocide,9,0.00,20.00
2022,3,1,3,Kocide,10,0.00,18.67
2022,3,1,3,Kocide,11,0.00,23.33
2022,3,1,3,Kocide,12,0.00,19.33
2022,1,1,3,ProBlad,1,1.85,18.00
2022,1,1,3,ProBlad,2,3.92,17.00
2022,1,1,3,ProBlad,3,7.58,22.00
2022,1,1,3,ProBlad,4,8.00,16.67
2022,1,1,3,ProBlad,5,5.56,18.00
2022,1,1,3,ProBlad,6,0.00,17.33
2022,1,1,3,ProBlad,7,1.67,20.00
2022,1,1,3,ProBlad,8,4.35,15.33
2022,1,1,3,ProBlad,9,9.09,18.33
2022,1,1,3,ProBlad,10,8.62,19.33
2022,1,1,3,ProBlad,11,4.17,16.00
2022,1,1,3,ProBlad,12,3.64,18.33
2022,2,1,3,ProBlad,1,0.00,17.00
2022,2,1,3,ProBlad,2,0.00,18.67
2022,2,1,3,ProBlad,3,0.00,14.33
2022,2,1,3,ProBlad,4,0.00,18.67
2022,2,1,3,ProBlad,5,0.00,14.33
2022,2,1,3,ProBlad,6,0.00,17.00
2022,2,1,3,ProBlad,7,0.00,14.33
2022,2,1,3,ProBlad,8,0.00,13.67
2022,2,1,3,ProBlad,9,0.00,15.00
2022,2,1,3,ProBlad,10,0.00,16.33
2022,2,1,3,ProBlad,11,0.00,14.67
2022,2,1,3,ProBlad,12,0.00,18.33
2022,3,1,3,ProBlad,1,0.00,24.00
2022,3,1,3,ProBlad,2,0.00,20.67
2022,3,1,3,ProBlad,3,1.85,18.00
2022,3,1,3,ProBlad,4,0.00,23.33
2022,3,1,3,ProBlad,5,0.00,18.33
2022,3,1,3,ProBlad,6,0.00,18.67
2022,3,1,3,ProBlad,7,0.00,17.00
2022,3,1,3,ProBlad,8,0.00,20.33
2022,3,1,3,ProBlad,9,0.00,17.00
2022,3,1,3,ProBlad,10,0.00,19.00
2022,3,1,3,ProBlad,11,5.26,19.00
2022,3,1,3,ProBlad,12,5.26,19.00
2022,1,1,3,Serenede,1,7.69,17.33
2022,1,1,3,Serenede,2,1.75,19.00
2022,1,1,3,Serenede,3,0.00,20.33
2022,1,1,3,Serenede,4,6.56,20.33
2022,1,1,3,Serenede,5,1.96,17.00
2022,1,1,3,Serenede,6,1.82,18.33
2022,1,1,3,Serenede,7,4.84,20.67
2022,1,1,3,Serenede,8,10.42,16.00
2022,1,1,3,Serenede,9,0.00,15.67
2022,1,1,3,Serenede,10,6.90,19.33
2022,1,1,3,Serenede,11,8.62,19.33
2022,1,1,3,Serenede,12,20.00,16.67
2022,2,1,3,Serenede,1,0.00,20.33
2022,2,1,3,Serenede,2,0.00,14.67
2022,2,1,3,Serenede,3,4.17,16.00
2022,2,1,3,Serenede,4,0.00,12.33
2022,2,1,3,Serenede,5,2.00,16.67
2022,2,1,3,Serenede,6,2.38,14.00
2022,2,1,3,Serenede,7,0.00,15.33
2022,2,1,3,Serenede,8,0.00,17.33
2022,2,1,3,Serenede,9,0.00,16.67
2022,2,1,3,Serenede,10,2.00,16.67
2022,2,1,3,Serenede,11,0.00,10.67
2022,2,1,3,Serenede,12,0.00,14.33
2022,3,1,3,Serenede,1,1.96,17.00
2022,3,1,3,Serenede,2,0.00,18.67
2022,3,1,3,Serenede,3,1.59,21.00
2022,3,1,3,Serenede,4,2.27,14.67
2022,3,1,3,Serenede,5,1.85,18.00
2022,3,1,3,Serenede,6,1.92,17.33
2022,3,1,3,Serenede,7,0.00,17.33
2022,3,1,3,Serenede,8,3.85,17.33
2022,3,1,3,Serenede,9,0.00,19.67
2022,3,1,3,Serenede,10,0.00,20.00
2022,3,1,3,Serenede,11,0.00,23.33
2022,3,1,3,Serenede,12,0.00,19.00
2022,1,1,4,Badge,1,4.00,16.67
2022,1,1,4,Badge,2,1.59,21.00
2022,1,1,4,Badge,3,1.75,19.00
2022,1,1,4,Badge,4,3.51,19.00
